;";show_date;Artist;Title;Album;Year"
3297;"3297;0_UNK_0;Bob Dylan;Oxford Town;The Freewheelin' Bob Dylan;1963"
3298;"3298;0_UNK_0;Bob Dylan;Talkin' World War III Blues;The Freewheelin' Bob Dylan;1963"
3299;"3299;0_UNK_0;Bob Dylan;Corrina. Corrina;The Freewheelin' Bob Dylan;1963"
3300;"3300;0_UNK_0;Bob Dylan;Honey. Just Allow Me One More Chance;The Freewheelin' Bob Dylan;1963"
3301;"3301;0_UNK_0;Bob Dylan;I Shall Be Free;The Freewheelin' Bob Dylan;1963"
3302;"3302;0_UNK_0;Bob Dylan;Like A Rolling Stone;Highway 61 Revisited;1965"
3303;"3303;0_UNK_0;Bob Dylan;Tombstone Blues;Highway 61 Revisited;1965"
3304;"3304;0_UNK_0;Bob Dylan;It Takes A Lot To Laugh. It Takes A Train To Cry;Highway 61 Revisited;1965"
3305;"3305;0_UNK_0;Bob Dylan;From A Buick 6;Highway 61 Revisited;1965"
3306;"3306;0_UNK_0;Bob Dylan;Ballad Of A Thin Man;Highway 61 Revisited;1965"
3307;"3307;0_UNK_0;Bob Dylan;Queen Jane Approximately;Highway 61 Revisited;1965"
3308;"3308;0_UNK_0;Bob Dylan;Highway 61 Revisited;Highway 61 Revisited;1965"
3309;"3309;0_UNK_0;Bob Dylan;Just Like Tom Thumb's Blues;Highway 61 Revisited;1965"
3310;"3310;0_UNK_0;Bob Dylan;Desolation Row;Highway 61 Revisited;1965"
3311;"3311;0_UNK_0;Bob Dylan;John Wesley Harding;John Wesley Harding;1967"
3312;"3312;0_UNK_0;Bob Dylan;As I Went Out One Morning;John Wesley Harding;1967"
3313;"3313;0_UNK_0;Bob Dylan;I Dreamed I Saw St. Augustine;John Wesley Harding;1967"
3314;"3314;0_UNK_0;Bob Dylan;All Along The Watchtower;John Wesley Harding;1967"
3315;"3315;0_UNK_0;Bob Dylan;The Ballad Of Frankie Lee And Judas Priest;John Wesley Harding;1967"
3316;"3316;0_UNK_0;Bob Dylan;Drifter's Escape;John Wesley Harding;1967"
3317;"3317;0_UNK_0;Bob Dylan;Dear Landlord;John Wesley Harding;1967"
3318;"3318;0_UNK_0;Bob Dylan;I Am A Lonesome Hobo;John Wesley Harding;1967"
3319;"3319;0_UNK_0;Bob Dylan;I Pity The Poor Immigrant;John Wesley Harding;1967"
3320;"3320;0_UNK_0;Bob Dylan;The Wicked Messenger;John Wesley Harding;1967"
3321;"3321;0_UNK_0;Bob Dylan;Down Along The Cove;John Wesley Harding;1967"
3322;"3322;0_UNK_0;Bob Dylan;I'll Be Your Baby Tonight;John Wesley Harding;1967"
3323;"3323;0_UNK_0;Bob Dylan;The Times They Are A-Changin';Live 1964: Concert At Philharmonic Hall;2004"
3324;"3324;0_UNK_0;Bob Dylan;Spanish Harlem Incident;Live 1964: Concert At Philharmonic Hall;2004"
3325;"3325;0_UNK_0;Bob Dylan;Talkin' John Birch Paranoid Blues;Live 1964: Concert At Philharmonic Hall;2004"
3326;"3326;0_UNK_0;Bob Dylan;To Ramona;Live 1964: Concert At Philharmonic Hall;2004"
3327;"3327;0_UNK_0;Bob Dylan;Who Killed Davey Moore;Live 1964: Concert At Philharmonic Hall;2004"
3328;"3328;0_UNK_0;Bob Dylan;Gates of Eden;Live 1964: Concert At Philharmonic Hall;2004"
3329;"3329;0_UNK_0;Bob Dylan;If You Gotta Go. Go Now.mp3;Live 1964: Concert At Philharmonic Hall;2004"
3330;"3330;0_UNK_0;Bob Dylan;It's Alright. Ma (I'm Only Bleeding);Live 1964: Concert At Philharmonic Hall;2004"
3331;"3331;0_UNK_0;Bob Dylan;I Don't Believe You;Live 1964: Concert At Philharmonic Hall;2004"
3332;"3332;0_UNK_0;Bob Dylan;Mr. Tamborine Man;Live 1964: Concert At Philharmonic Hall;2004"
3333;"3333;0_UNK_0;Bob Dylan;A Hard Rain's A-Gonna Fall;Live 1964: Concert At Philharmonic Hall;2004"
3334;"3334;0_UNK_0;Bob Dylan;Talkin' World War III Blues;Live 1964: Concert At Philharmonic Hall;2004"
3335;"3335;0_UNK_0;Bob Dylan;Don't Think Twice. It's All Right;Live 1964: Concert At Philharmonic Hall;2004"
3336;"3336;0_UNK_0;Bob Dylan;The Lonesome Death Of Hattie Carroll;Live 1964: Concert At Philharmonic Hall;2004"
3337;"3337;0_UNK_0;Bob Dylan;Mama. You Been On My Mind (with Joan Baez);Live 1964: Concert At Philharmonic Hall;2004"
3338;"3338;0_UNK_0;Bob Dylan;Silver Dagger (with Joan Baez);Live 1964: Concert At Philharmonic Hall;2004"
3339;"3339;0_UNK_0;Bob Dylan;With God On Our Side (with Joan Baez);Live 1964: Concert At Philharmonic Hall;2004"
3340;"3340;0_UNK_0;Bob Dylan;It Ain't Me. Babe (with Joan Baez);Live 1964: Concert At Philharmonic Hall;2004"
3341;"3341;0_UNK_0;Bob Dylan;All I Really Want To Do;Live 1964: Concert At Philharmonic Hall;2004"
3342;"3342;0_UNK_0;Bob Dylan;She Belongs To Me;Live 1966: The Royal Albert Hall Concert;1998"
3343;"3343;0_UNK_0;Bob Dylan;4th Time Around;Live 1966: The Royal Albert Hall Concert;1998"
3344;"3344;0_UNK_0;Bob Dylan;Visions Of Johanna;Live 1966: The Royal Albert Hall Concert;1998"
3345;"3345;0_UNK_0;Bob Dylan;It's All Over Now. Baby Blue;Live 1966: The Royal Albert Hall Concert;1998"
3346;"3346;0_UNK_0;Bob Dylan;Desolation Row;Live 1966: The Royal Albert Hall Concert;1998"
3347;"3347;0_UNK_0;Bob Dylan;Just Like A Woman;Live 1966: The Royal Albert Hall Concert;1998"
3348;"3348;0_UNK_0;Bob Dylan;Mr. Tambourine Man;Live 1966: The Royal Albert Hall Concert;1998"
3349;"3349;0_UNK_0;Bob Dylan;Tell Me. Momma;Live 1966: The Royal Albert Hall Concert;1998"
3350;"3350;0_UNK_0;Bob Dylan;I Don't Believe You (She Acts Like We Never Have Met);Live 1966: The Royal Albert Hall Concert;1998"
3351;"3351;0_UNK_0;Bob Dylan;Baby. Let Me Follow You Down;Live 1966: The Royal Albert Hall Concert;1998"
3352;"3352;0_UNK_0;Bob Dylan;Just Like Tom Thumb's Blues;Live 1966: The Royal Albert Hall Concert;1998"
3353;"3353;0_UNK_0;Bob Dylan;Leopard-Skin Pill-Box Hat;Live 1966: The Royal Albert Hall Concert;1998"
3354;"3354;0_UNK_0;Bob Dylan;One Too Many Mornings;Live 1966: The Royal Albert Hall Concert;1998"
3355;"3355;0_UNK_0;Bob Dylan;Ballad Of A Thin Man;Live 1966: The Royal Albert Hall Concert;1998"
3356;"3356;0_UNK_0;Bob Dylan;Like A Rolling Stone;Live 1966: The Royal Albert Hall Concert;1998"
3357;"3357;0_UNK_0;Bob Dylan;Tonight I'll Be Staying Here With You;Live 1975: The Rolling Thunder Revue;1975"
3358;"3358;0_UNK_0;Bob Dylan;It Ain't Me. Babe;Live 1975: The Rolling Thunder Revue;1975"
3359;"3359;0_UNK_0;Bob Dylan;A Hard Rain's A-Gonna Fall;Live 1975: The Rolling Thunder Revue;1975"
3360;"3360;0_UNK_0;Bob Dylan;The Lonesome Death Of Hattie Carroll;Live 1975: The Rolling Thunder Revue;1975"
3361;"3361;0_UNK_0;Bob Dylan;Romance In Durango;Live 1975: The Rolling Thunder Revue;1975"
3362;"3362;0_UNK_0;Bob Dylan;Isis;Live 1975: The Rolling Thunder Revue;1975"
3363;"3363;0_UNK_0;Bob Dylan;Mr. Tambourine Man;Live 1975: The Rolling Thunder Revue;1975"
3364;"3364;0_UNK_0;Bob Dylan;Simple Twist Of Fate;Live 1975: The Rolling Thunder Revue;1975"
3365;"3365;0_UNK_0;Bob Dylan;Blowin' In The Wind;Live 1975: The Rolling Thunder Revue;1975"
3366;"3366;0_UNK_0;Bob Dylan;Mama. You Been On My Mind;Live 1975: The Rolling Thunder Revue;1975"
3367;"3367;0_UNK_0;Bob Dylan;I Shall Be Released;Live 1975: The Rolling Thunder Revue;1975"
3368;"3368;0_UNK_0;Bob Dylan;It's All Over Now. Baby Blue;Live 1975: The Rolling Thunder Revue;1975"
3369;"3369;0_UNK_0;Bob Dylan;Love Minus Zero/No Limit;Live 1975: The Rolling Thunder Revue;1975"
3370;"3370;0_UNK_0;Bob Dylan;Tangled Up In Blue;Live 1975: The Rolling Thunder Revue;1975"
3371;"3371;0_UNK_0;Bob Dylan;The Water Is Wide;Live 1975: The Rolling Thunder Revue;1975"
3372;"3372;0_UNK_0;Bob Dylan;It Takes A Lot To Laugh. It Takes A Train To Cry;Live 1975: The Rolling Thunder Revue;1975"
3373;"3373;0_UNK_0;Bob Dylan;Oh. Sister;Live 1975: The Rolling Thunder Revue;1975"
3374;"3374;0_UNK_0;Bob Dylan;Hurricane;Live 1975: The Rolling Thunder Revue;1975"
3375;"3375;0_UNK_0;Bob Dylan;One More Cup Of Coffee (Valley Below);Live 1975: The Rolling Thunder Revue;1975"
3376;"3376;0_UNK_0;Bob Dylan;Sara;Live 1975: The Rolling Thunder Revue;1975"
3377;"3377;0_UNK_0;Bob Dylan;Just Like A Woman;Live 1975: The Rolling Thunder Revue;1975"
3378;"3378;0_UNK_0;Bob Dylan;Knockin' On Heaven's Door;Live 1975: The Rolling Thunder Revue;1975"
3379;"3379;0_UNK_0;Bob Dylan;Tombstone Blues;MTV Unplugged;1995"
3380;"3380;0_UNK_0;Bob Dylan;Shooting Star;MTV Unplugged;1995"
3381;"3381;0_UNK_0;Bob Dylan;All Along The Watchtower;MTV Unplugged;1995"
3382;"3382;0_UNK_0;Bob Dylan;The Times They Are A-Changin';MTV Unplugged;1995"
3383;"3383;0_UNK_0;Bob Dylan;John Brown;MTV Unplugged;1995"
3384;"3384;0_UNK_0;Bob Dylan;Desolation Row;MTV Unplugged;1995"
3385;"3385;0_UNK_0;Bob Dylan;Rainy Day Women #12 & 35;MTV Unplugged;1995"
3386;"3386;0_UNK_0;Bob Dylan;Love Minus Zero/No Limit;MTV Unplugged;1995"
3387;"3387;0_UNK_0;Bob Dylan;Dignity;MTV Unplugged;1995"
3388;"3388;0_UNK_0;Bob Dylan;Knockin' On Heaven's Door;MTV Unplugged;1995"
3389;"3389;0_UNK_0;Bob Dylan;Like A Rolling Stone;MTV Unplugged;1995"
3390;"3390;0_UNK_0;Bob Dylan;With God On Our Side;MTV Unplugged;1995"
3391;"3391;0_UNK_0;Bob Dylan;Girl From The North Country;Nashville Skyline;1969"
3392;"3392;0_UNK_0;Bob Dylan;Nashville Skyline Rag;Nashville Skyline;1969"
3393;"3393;0_UNK_0;Bob Dylan;To Be Alone With You;Nashville Skyline;1969"
3394;"3394;0_UNK_0;Bob Dylan;I Threw It All Away;Nashville Skyline;1969"
3395;"3395;0_UNK_0;Bob Dylan;Peggy Day;Nashville Skyline;1969"
3396;"3396;0_UNK_0;Bob Dylan;Lay Lady Lay;Nashville Skyline;1969"
3397;"3397;0_UNK_0;Bob Dylan;One More Night;Nashville Skyline;1969"
3398;"3398;0_UNK_0;Bob Dylan;Tell Me That It Isn't True;Nashville Skyline;1969"
3399;"3399;0_UNK_0;Bob Dylan;Country Pie;Nashville Skyline;1969"
3400;"3400;0_UNK_0;Bob Dylan;Tonight I'll Be Staying Here With You;Nashville Skyline;1969"
3401;"3401;0_UNK_0;Bob Dylan;You Belong To Me;Natural Born Killers Soundtrack;1994"
3402;"3402;0_UNK_0;Bob Dylan;When I Got Troubles (1959);No Direction Home: The Soundtrack;2005"
3403;"3403;0_UNK_0;Bob Dylan;Rambler. Gambler (Home Record;No Direction Home: The Soundtrack;2005"
3404;"3404;0_UNK_0;Bob Dylan;This Land Is Your Land (Live;No Direction Home: The Soundtrack;2005"
3405;"3405;0_UNK_0;Bob Dylan;Song To Woody;No Direction Home: The Soundtrack;2005"
3406;"3406;0_UNK_0;Bob Dylan;Dink`s Song (Home Recording);No Direction Home: The Soundtrack;2005"
3407;"3407;0_UNK_0;Bob Dylan;I Was Young When I Left Home;No Direction Home: The Soundtrack;2005"
3408;"3408;0_UNK_0;Bob Dylan;Sally Gal (Alternate Take);No Direction Home: The Soundtrack;2005"
3409;"3409;0_UNK_0;Bob Dylan;Don`t Think Twice. It`s Alrig;No Direction Home: The Soundtrack;2005"
3410;"3410;0_UNK_0;Bob Dylan;Man Of Constant Sorrow;No Direction Home: The Soundtrack;2005"
3411;"3411;0_UNK_0;Bob Dylan;Blowin` In The Wind (Live Ver;No Direction Home: The Soundtrack;2005"
3412;"3412;0_UNK_0;Bob Dylan;Masters Of War (Live Version);No Direction Home: The Soundtrack;2005"
3413;"3413;0_UNK_0;Bob Dylan;A Hard Rain`s A-Gonna Fall (L;No Direction Home: The Soundtrack;2005"
3414;"3414;0_UNK_0;Bob Dylan;When The Ship Comes In (Live;No Direction Home: The Soundtrack;2005"
3415;"3415;0_UNK_0;Bob Dylan;Mr. Tambourine Man (Alternate;No Direction Home: The Soundtrack;2005"
3416;"3416;0_UNK_0;Bob Dylan;Chimes Of Freedom (Live Versi;No Direction Home: The Soundtrack;2005"
3417;"3417;0_UNK_0;Bob Dylan;It`s All Over Now. Baby Blue;No Direction Home: The Soundtrack;2005"
3418;"3418;0_UNK_0;Bob Dylan;She Belongs To Me (Alternate;No Direction Home: The Soundtrack;2005"
3419;"3419;0_UNK_0;Bob Dylan;Maggie`s Farm (Live Version);No Direction Home: The Soundtrack;2005"
3420;"3420;0_UNK_0;Bob Dylan;It Takes A Lot To Laugh. It T;No Direction Home: The Soundtrack;2005"
3421;"3421;0_UNK_0;Bob Dylan;Tombstone Blues (Alternate Ta;No Direction Home: The Soundtrack;2005"
3422;"3422;0_UNK_0;Bob Dylan;Just Like Tom Thumb`s Blues (;No Direction Home: The Soundtrack;2005"
3423;"3423;0_UNK_0;Bob Dylan;Desolation Row (Alternate Tak;No Direction Home: The Soundtrack;2005"
3424;"3424;0_UNK_0;Bob Dylan;Highway 61 Revisited (Alterna;No Direction Home: The Soundtrack;2005"
3425;"3425;0_UNK_0;Bob Dylan;Leopard-Skin Pill-Box Hat (Al;No Direction Home: The Soundtrack;2005"
3426;"3426;0_UNK_0;Bob Dylan;Stuck Inside Of Mobile With T;No Direction Home: The Soundtrack;2005"
3427;"3427;0_UNK_0;Bob Dylan;Visions Of Johanna (Alternate;No Direction Home: The Soundtrack;2005"
3428;"3428;0_UNK_0;Bob Dylan;Ballad Of A Thin Man (Live Ve;No Direction Home: The Soundtrack;2005"
3429;"3429;0_UNK_0;Bob Dylan;Like A Rolling Stone (Live Ve;No Direction Home: The Soundtrack;2005"
3430;"3430;0_UNK_0;Bob Dylan;Main Title Theme (Billy);Pat Garrett & Billy the Kid;1990"
3431;"3431;0_UNK_0;Bob Dylan;Cantina Theme (Workin' for the Law) w/ Bruce Langhorn;Pat Garrett & Billy the Kid;1990"
3432;"3432;0_UNK_0;Bob Dylan;Billy 1;Pat Garrett & Billy the Kid;1990"
3433;"3433;0_UNK_0;Bob Dylan;Bunkhouse Theme;Pat Garrett & Billy the Kid;1990"
3434;"3434;0_UNK_0;Bob Dylan;River Theme;Pat Garrett & Billy the Kid;1990"
3435;"3435;0_UNK_0;Bob Dylan;Turkey Chase;Pat Garrett & Billy the Kid;1990"
3436;"3436;0_UNK_0;Bob Dylan;Knockin' on Heaven's Door;Pat Garrett & Billy the Kid;1990"
3437;"3437;0_UNK_0;Bob Dylan;Final Theme;Pat Garrett & Billy the Kid;1990"
3438;"3438;0_UNK_0;Bob Dylan;Billy 4;Pat Garrett & Billy the Kid;1990"
3439;"3439;0_UNK_0;Bob Dylan;Billy 7;Pat Garrett & Billy the Kid;1990"
3440;"3440;0_UNK_0;Bob Dylan;All The Tired Horses;Self Portrait;1970"
3441;"3441;0_UNK_0;Bob Dylan;Alberta  #1;Self Portrait;1970"
3442;"3442;0_UNK_0;Bob Dylan;I Forgot More Than You Will Ever Know;Self Portrait;1970"
3443;"3443;0_UNK_0;Bob Dylan;Days Of 49;Self Portrait;1970"
3444;"3444;0_UNK_0;Bob Dylan;Early Morning Rain;Self Portrait;1970"
3445;"3445;0_UNK_0;Bob Dylan;In The Search Of Little Sadie;Self Portrait;1970"
3446;"3446;0_UNK_0;Bob Dylan;Let It Be Me;Self Portrait;1970"
3447;"3447;0_UNK_0;Bob Dylan;Little Sadie;Self Portrait;1970"
3448;"3448;0_UNK_0;Bob Dylan;Woogie Boogie;Self Portrait;1970"
3449;"3449;0_UNK_0;Bob Dylan;Belle Isle;Self Portrait;1970"
3450;"3450;0_UNK_0;Bob Dylan;Living The Blues;Self Portrait;1970"
3451;"3451;0_UNK_0;Bob Dylan;Like A Rolling Stone;Self Portrait;1970"
3452;"3452;0_UNK_0;Bob Dylan;Copper Kettle (The Pale Moonlight);Self Portrait;1970"
3453;"3453;0_UNK_0;Bob Dylan;Gotta Travel On;Self Portrait;1970"
3454;"3454;0_UNK_0;Bob Dylan;Blue Moon;Self Portrait;1970"
3455;"3455;0_UNK_0;Bob Dylan;The Boxer;Self Portrait;1970"
3456;"3456;0_UNK_0;Bob Dylan;The Mighty Quinn (Quinn The Eskimo);Self Portrait;1970"
3457;"3457;0_UNK_0;Bob Dylan;Take Me As I Am (Or Let Me Go);Self Portrait;1970"
3458;"3458;0_UNK_0;Bob Dylan;Take A Message To Mary;Self Portrait;1970"
3459;"3459;0_UNK_0;Bob Dylan;It Hurts Me Too;Self Portrait;1970"
3460;"3460;0_UNK_0;Bob Dylan;Minstrel Boy;Self Portrait;1970"
3461;"3461;0_UNK_0;Bob Dylan;She Belongs To Me;Self Portrait;1970"
3462;"3462;0_UNK_0;Bob Dylan;Wigwam;Self Portrait;1970"
3463;"3463;0_UNK_0;Bob Dylan;Alberta #2;Self Portrait;1970"
3464;"3464;0_UNK_0;Bob Dylan;Mississippi (Unreleased. Time Out Of Mind);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3465;"3465;0_UNK_0;Bob Dylan;Most Of The Time (Alternate Version. Oh Mercy);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3466;"3466;0_UNK_0;Bob Dylan;Dignity (Piano Demo. Oh Mercy);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3467;"3467;0_UNK_0;Bob Dylan;Someday Baby (Alternate Version. Modern Times);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3468;"3468;0_UNK_0;Bob Dylan;Red River Shore (Unreleased. Time Out Of Mind);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3469;"3469;0_UNK_0;Bob Dylan;Tell Ol' Bill;Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3470;"3470;0_UNK_0;Bob Dylan;Born In Time (Unreleased. Oh Mercy);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3471;"3471;0_UNK_0;Bob Dylan;Can't Wait (Alternate Version. Time Out Of Mind);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3472;"3472;0_UNK_0;Bob Dylan;Everything Is Broken (Alternate Version. Oh Mercy);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3473;"3473;0_UNK_0;Bob Dylan;Dreamin' Of You (Unreleased. Time Out Of Mind);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3474;"3474;0_UNK_0;Bob Dylan;Huck's Tune (from Lucky You Soundtrack);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3475;"3475;0_UNK_0;Bob Dylan;Marchin' To The City (Unreleased. Time Out Of Mind);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3476;"3476;0_UNK_0;Bob Dylan;High Water (For Charley Patton) (Live);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3477;"3477;0_UNK_0;Bob Dylan;Mississippi (Unreleased version #2. Time Out Of Mind);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3478;"3478;0_UNK_0;Bob Dylan;32-20 Blues (Unreleased. World Gone Wrong);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3479;"3479;0_UNK_0;Bob Dylan;Series Of Dreams (Unreleased. Oh Mercy);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3480;"3480;0_UNK_0;Bob Dylan;God Knows (Unreleased. Oh Mercy);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3481;"3481;0_UNK_0;Bob Dylan;Can't Escape From You (Unreleased. December 2005);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3482;"3482;0_UNK_0;Bob Dylan;Dignity (Unreleased. Oh Mercy);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3483;"3483;0_UNK_0;Bob Dylan;Ring Them Bells (Live);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3484;"3484;0_UNK_0;Bob Dylan;Cocaine Blues (Live);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3485;"3485;0_UNK_0;Bob Dylan;Ain't Talkin' (Alternate Version. Modern Times);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3486;"3486;0_UNK_0;Bob Dylan;The Girl On The Greenbriar Shore (Live);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3487;"3487;0_UNK_0;Bob Dylan;Lonesome Day Blues (Live);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3488;"3488;0_UNK_0;Bob Dylan;Miss The Mississippi (Unreleased. 1992);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3489;"3489;0_UNK_0;Bob Dylan;The Lonesome River (With Ralph Stanley);Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3490;"3490;0_UNK_0;Bob Dylan;'Cross The Green Mountain;Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3491;"3491;0_UNK_0;Bob Dylan;Duncan And Brady [Unreleased. 1992];Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3492;"3492;0_UNK_0;Bob Dylan;Cold Irons Bound [Live];Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3493;"3493;0_UNK_0;Bob Dylan;Mississippi [Unreleased version #3. Time Out Of Mind];Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3494;"3494;0_UNK_0;Bob Dylan;Most Of The Time [Alternate Version #2. Oh Mercy];Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3495;"3495;0_UNK_0;Bob Dylan;Ring Them Bells [Alternate Version. Oh Mercy];Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3496;"3496;0_UNK_0;Bob Dylan;Things Have Changed [Live];Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3497;"3497;0_UNK_0;Bob Dylan;Red River Shore;Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3498;"3498;0_UNK_0;Bob Dylan;Born In Time [Unreleased version #2. Oh Mercy];Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3499;"3499;0_UNK_0;Bob Dylan;Tryin' To Get To Heaven [Live];Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3500;"3500;0_UNK_0;Bob Dylan;Marchin' To The City;Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3501;"3501;0_UNK_0;Bob Dylan;Can't Wait [Alternate Version #2. Time Out Of Mind];Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3502;"3502;0_UNK_0;Bob Dylan;Mary and the Soldier [Unreleased. World Gone Wrong];Tell Tale Signs: Rare And Unreleased 1989–2006;2008"
3503;"3503;0_UNK_0;Bob Dylan;The Times They Are a-Changin';The Times They Are a-Changin';1964"
3504;"3504;0_UNK_0;Bob Dylan;Ballad of Hollis Brown;The Times They Are a-Changin';1964"
3505;"3505;0_UNK_0;Bob Dylan;With God on Our Side;The Times They Are a-Changin';1964"
3506;"3506;0_UNK_0;Bob Dylan;One Too Many Mornings;The Times They Are a-Changin';1964"
3507;"3507;0_UNK_0;Bob Dylan;North Country Blues;The Times They Are a-Changin';1964"
3508;"3508;0_UNK_0;Bob Dylan;Only a Pawn in Their Game;The Times They Are a-Changin';1964"
3509;"3509;0_UNK_0;Bob Dylan;Boots of Spanish Leather;The Times They Are a-Changin';1964"
3510;"3510;0_UNK_0;Bob Dylan;When the Ship Comes In;The Times They Are a-Changin';1964"
3511;"3511;0_UNK_0;Bob Dylan;The Lonesome Death of Hattie Carroll;The Times They Are a-Changin';1964"
3512;"3512;0_UNK_0;Bob Dylan;Restless Farewell;The Times They Are a-Changin';1964"
3513;"3513;0_UNK_0;Bob Dylan;Hard Times in New York Town;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3514;"3514;0_UNK_0;Bob Dylan;He Was a Friend of Mine;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3515;"3515;0_UNK_0;Bob Dylan;Man on the Street;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3516;"3516;0_UNK_0;Bob Dylan;No More Auction Block;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3517;"3517;0_UNK_0;Bob Dylan;House Carpenter;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3518;"3518;0_UNK_0;Bob Dylan;Talkin' Bear Mountain Picnic Massacre Blues;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3519;"3519;0_UNK_0;Bob Dylan;Let Me Die in My Footsteps;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3520;"3520;0_UNK_0;Bob Dylan;Rambling. Gambling Willie;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3521;"3521;0_UNK_0;Bob Dylan;Talkin' Hava Negeilah Blues;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3522;"3522;0_UNK_0;Bob Dylan;Quit Your Low Down Ways;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3523;"3523;0_UNK_0;Bob Dylan;Worried Blues;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3524;"3524;0_UNK_0;Bob Dylan;Kingsport Town;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
3525;"3525;0_UNK_0;Bob Dylan;Walkin' Down the Line;Volumes 1–3 (Rare & Unreleased) 1961–1991;1991"
